,player_id,full_name,birth_date,born,height,weight,nationality,position,shoots,college,high_school,career_length,link,G,PTS,AST,FG%,FT%,WS,TRB,FG3%,eFG%,PER
3442,royerbo01,Bob Royer,"October 15 , 1927","Brazil, Indiana us",178,70,us,Guard,Right,Indiana State University,"Bowling Green in Bowling Green, Indiana",1 year,https://www.basketball-reference.com/players/r/royerbo01.html,42.0,4.7,2.0,33.8,70.7,0.0,,,,
3443,wilkied01,Eddie Lee Wilkins,"May 7 , 1962","Cartersville, Georgia us",208,99,us,Center and Power Forward,Right,Gardner-Webb University,"Cass in Cartersville, Georgia",6 years,https://www.basketball-reference.com/players/w/wilkied01.html,322.0,4.8,0.2,47.0,56.4,2.5,3.1,0.0,47.0,10.2
3444,rouxgi01,Giff Roux,"June 28 , 1923","Bonne Terre, Missouri us",196,88,us,Forward/Center,Right,Kansas,"East Alton-Wood River in Wood River, Illinois",3 years,https://www.basketball-reference.com/players/r/rouxgi01.html,151.0,4.1,0.3,28.0,51.1,3.8,,,,
3445,honeyty01,Tyler Honeycutt,"July 15 , 1990","Los Angeles, California us",203,85,us,Small Forward,Right,UCLA,"Sylmar in Sylmar, California",2 years,https://www.basketball-reference.com/players/h/honeyty01.html,24.0,1.2,0.4,31.4,71.4,-0.1,1.0,20.0,32.9,8.1
3446,maysc01,Scott May,"March 19 , 1954","Sandusky, Ohio us",201,97,us,Small Forward,Right,Indiana,"Sandusky in Sandusky, Ohio",7 years,https://www.basketball-reference.com/players/m/maysc01.html,355.0,10.4,1.7,46.2,81.1,17.4,4.1,0.0,46.2,14.2
3447,bustida01,David Bustion,"August 30 , 1949","Gadsden, Alabama us",203,97,us,Power Forward,Right,"Colleges: Northeastern Junior College , Denver","G. W. Carver in Gadsden, Alabama",1 year,https://www.basketball-reference.com/players/b/bustida01.html,47.0,3.4,0.4,43.6,71.2,0.7,2.1,,43.6,9.1
3448,attleal01,Al Attles,"November 7 , 1936","Newark, New Jersey us",183,79,us,Point Guard,Right,North Carolina A&T,"Weequahic in Newark, New Jersey",11 years,https://www.basketball-reference.com/players/a/attleal01.html,711.0,8.9,3.5,45.1,63.2,36.5,3.5,,,11.3
3449,rogerro02,Roy Rogers,"August 19 , 1973","Linden, Alabama us",208,106,us,Power Forward,Right,Alabama,"Linden in Linden, Alabama",3 years,https://www.basketball-reference.com/players/r/rogerro02.html,137.0,4.8,0.4,48.3,53.2,1.7,3.5,50.0,48.4,12.1
3450,greenda02,Danny Green,"June 22 , 1987","North Babylon, New York us",198,97,us,Shooting Guard and Small Forward,Right,UNC,"St. Mary's in Manhasset, New York",15 years,https://www.basketball-reference.com/players/g/greenda02.html,832.0,8.7,1.5,42.1,80.5,49.3,3.4,40.0,55.1,12.6
3451,howelba01,Bailey Howell,"January 20 , 1937","Middleton, Tennessee us",201,95,us,Power Forward and Small Forward,Right,Mississippi State,"Middleton in Middleton, Tennessee",12 years,https://www.basketball-reference.com/players/h/howelba01.html,950.0,18.7,2.0,48.0,76.2,114.8,9.9,,,19.1
3452,johnsji01,Jim Johnstone,"September 20 , 1960","New Canaan, Connecticut us",211,111,us,Center and Power Forward,Right,Wake Forest,"Lewiston-Porter Central in Youngstown, New York",1 year,https://www.basketball-reference.com/players/j/johnsji01.html,23.0,1.3,0.5,36.7,45.0,-0.1,2.0,,36.7,4.5
3453,maconda01,Daryl Macon,"November 29 , 1995","Little Rock, Arkansas us",188,83,us,Point Guard and Shooting Guard,Right,Arkansas,"Parkview in Little Rock, Arkansas",2 years,https://www.basketball-reference.com/players/m/maconda01.html,12.0,2.7,0.7,36.7,57.1,-0.1,1.0,46.2,46.7,4.3
3454,nurkiju01,Jusuf Nurkić,"August 23 , 1994","Tuzla, Bosnia and Herzegovina ba",211,131,ba,Center,Right,,,,https://www.basketball-reference.com/players/n/nurkiju01.html,631.0,11.8,2.6,50.2,66.1,34.7,8.9,29.4,51.5,18.5
3455,tinslja01,Jamaal Tinsley,"February 28 , 1978","Brooklyn, New York us",190,88,us,Point Guard,Right,Iowa State,"Tilden in Brooklyn, New York",11 years,https://www.basketball-reference.com/players/t/tinslja01.html,547.0,8.5,6.1,39.3,71.6,17.2,2.9,29.9,43.7,13.6
3456,hugheki01,Kim Hughes,"June 4 , 1952","Freeport, Illinois us",211,99,us,Center,Left,Wisconsin,"Freeport in Freeport, Illinois",6 years,https://www.basketball-reference.com/players/h/hugheki01.html,425.0,3.8,0.9,47.9,39.7,13.9,5.6,,47.9,11.4
3457,greenst01,Steve Green,"October 4 , 1953","Madison, Wisconsin us",201,99,us,Small Forward,Right,Indiana,"Silver Creek in Sellersburg, Indiana",4 years,https://www.basketball-reference.com/players/g/greenst01.html,205.0,5.8,0.8,44.1,73.0,3.4,2.4,0.0,44.1,12.0
3458,thornro01,Rod Thorn,"May 23 , 1941","Princeton, West Virginia us",193,88,us,Shooting Guard and Point Guard,Right,West Virginia,"Princeton in Princeton, West Virginia",8 years,https://www.basketball-reference.com/players/t/thornro01.html,466.0,10.8,2.6,43.3,72.3,17.2,3.1,,,14.5
3459,powelka01,Kasib Powell,"March 18 , 1981","Teaneck, New Jersey us",201,97,us,Small Forward,Right,Texas Tech,"Teaneck in Teaneck, New Jersey",1 year,https://www.basketball-reference.com/players/p/powelka01.html,11.0,7.6,1.6,36.8,66.7,0.0,4.0,24.2,41.1,9.0
3460,willibr03,Brandon Williams,"November 22 , 1999","Los Angeles, California us",185,86,us,Point Guard,Right,Arizona,"Crespi Carmelite in Encino, California",,https://www.basketball-reference.com/players/w/willibr03.html,140.0,10.7,3.2,45.0,77.5,3.2,2.4,28.0,49.2,15.4
3461,richama01,Malachi Richardson,"January 5 , 1996","Trenton, New Jersey us",198,92,us,Shooting Guard,Right,Syracuse,"Trenton Catholic in Trenton, New Jersey",3 years,https://www.basketball-reference.com/players/r/richama01.html,70.0,2.8,0.3,35.8,78.3,-0.1,1.0,30.1,43.3,6.2
3462,baumjo01,Johnny Baum,"June 17 , 1946","Philadelphia, Pennsylvania us",196,90,us,Small Forward,Right,"Colleges: Peirce College , Temple","West Philadelphia in Philadelphia, Pennsylvania",5 years,https://www.basketball-reference.com/players/b/baumjo01.html,244.0,6.1,0.6,48.0,75.8,5.7,2.7,0.0,48.0,13.7
3463,tyrach01,Charlie Tyra,"August 16 , 1935","Louisville, Kentucky us",203,104,us,Center and Power Forward,Right,Louisville,"Atherton in Louisville, Kentucky",5 years,https://www.basketball-reference.com/players/t/tyrach01.html,348.0,8.9,0.9,38.7,67.2,5.0,7.4,,,11.9
3464,stephev01,Everette Stephens,"October 21 , 1966","Evanston, Illinois us",188,79,us,Point Guard,Right,Purdue,"Evanston Township in Evanston, Illinois",2 years,https://www.basketball-reference.com/players/s/stephev01.html,38.0,1.9,1.0,33.3,79.2,-0.4,0.6,20.0,34.7,7.4
3465,metuch01,Chimezie Metu,"March 22 , 1997","Los Angeles, California us",208,102,us,Center and Power Forward,Right,USC,"Lawndale in Lawndale, California",,https://www.basketball-reference.com/players/m/metuch01.html,260.0,5.9,0.8,49.5,78.7,5.7,3.5,29.8,53.9,14.2
3466,tavarwa01,Edy Tavares,"March 22 , 1992","Maio, Cabo Verde cv",221,117,cv,Center,Right,,,2 years,https://www.basketball-reference.com/players/t/tavarwa01.html,13.0,2.5,0.3,62.5,27.3,0.2,2.5,,62.5,16.3
3467,wrighmc01,McKinley Wright IV,"October 25 , 1998","Robbinsdale, Minnesota us",180,87,us,Point Guard,Right,Colorado,"Champlin Park in Champlin, Minnesota",2 years,https://www.basketball-reference.com/players/w/wrighmc01.html,32.0,3.7,1.9,47.5,68.4,0.5,1.5,33.3,52.5,12.3
3468,eatonma01,Mark Eaton,"January 24 , 1957","Inglewood, California us",224,124,us,Center,Left,"Colleges: Cypress College , UCLA","Westminster in Westminster, California",11 years,https://www.basketball-reference.com/players/e/eatonma01.html,875.0,6.0,1.0,45.8,64.9,44.8,7.9,0.0,45.8,10.9
3469,okongon01,Onyeka Okongwu,"December 11 , 2000","Los Angeles, California us",208,108,us,Center,Right,USC,"Chino Hills in Chino Hills, California",,https://www.basketball-reference.com/players/o/okongon01.html,381.0,10.7,1.6,57.3,75.6,30.9,6.9,35.6,61.2,17.9
3470,moorejo01,Johnny Moore,"March 3 , 1958","Altoona, Pennsylvania us",185,79,us,Point Guard,Right,Texas,"Altoona Area in Altoona, Pennsylvania",9 years,https://www.basketball-reference.com/players/m/moorejo01.html,520.0,9.4,7.4,46.0,71.2,30.1,3.0,25.1,47.1,16.7
3471,smithbi01,Bill Smith,"April 26 , 1939","Jersey City, New Jersey us",196,86,us,Guard/Forward,Right,Saint Peter's College,"New York Military Academy in Cornwall, New York",1 year,https://www.basketball-reference.com/players/s/smithbi01.html,9.0,2.6,0.8,24.2,87.5,-0.2,1.8,,,5.7
3472,blackto01,Tom Black,"July 9 , 1941","La Crosse, Wisconsin us",208,99,us,Center,Right,South Dakota State,"West Salem in West Salem, Wisconsin",1 year,https://www.basketball-reference.com/players/b/blackto01.html,71.0,4.2,0.6,40.2,64.8,0.1,3.6,,,9.6
3473,martije01,Jeff Martin,"January 14 , 1967","Cherry Valley, Arkansas us",196,88,us,Point Guard and Shooting Guard,Right,Murray State,"Cross Country in Cherry Valley, Arkansas",2 years,https://www.basketball-reference.com/players/m/martije01.html,143.0,6.7,0.8,41.7,69.4,2.1,2.0,28.2,43.3,9.3
3474,bookeme01,Melvin Booker,"August 20 , 1972","Pascagoula, Mississippi us",188,83,us,Point Guard,Right,Missouri,"Moss Point in Moss Point, Mississippi",2 years,https://www.basketball-reference.com/players/b/bookeme01.html,32.0,5.2,2.3,40.0,87.1,-0.1,1.2,26.8,44.8,8.2
3475,fergute01,Terrance Ferguson,"May 17 , 1998","Tulsa, Oklahoma us",198,86,us,Shooting Guard and Small Forward,Right,,"Advanced Prep International in Dallas, Texas",4 years,https://www.basketball-reference.com/players/f/fergute01.html,204.0,4.5,0.7,40.4,75.3,4.4,1.3,33.4,52.2,5.6
3476,mohamna01,Nazr Mohammed,"September 5 , 1977","Chicago, Illinois us",208,100,us,Center,Right,Kentucky,"Kenwood in Chicago, Illinois",18 years,https://www.basketball-reference.com/players/m/mohamna01.html,1005.0,5.8,0.4,48.6,64.0,34.3,4.7,0.0,48.6,15.0
3477,mrazoch01,Chuck Mrazovich,"February 26 , 1924","Ambridge, Pennsylvania us",196,83,us,Forward,Right,Eastern Kentucky University,"Ambridge in Ambridge, Pennsylvania",1 year,https://www.basketball-reference.com/players/m/mrazoch01.html,25.0,3.4,0.5,35.0,60.4,0.4,1.6,,,
3478,brownmy01,Myron Brown,"November 3 , 1969","McKees Rocks, Pennsylvania us",190,81,us,Point Guard,Right,Slippery Rock University of Pennsylvania,"Sto-Rox in McKees Rocks, Pennsylvania",1 year,https://www.basketball-reference.com/players/b/brownmy01.html,4.0,2.3,1.5,66.7,,0.0,0.8,33.3,75.0,14.7
3479,tiemada01,Dan Tieman,"November 30 , 1940","Covington, Kentucky us",183,83,us,Point Guard,Right,Thomas More College,"Covington Catholic in Covington, Kentucky",1 year,https://www.basketball-reference.com/players/t/tiemada01.html,29.0,1.2,0.9,26.3,40.0,-0.5,0.8,,,4.1
3480,prospol01,Olivier-Maxence Prosper,"July 3 , 2002","Montreal, Quebec ca",201,104,ca,Power Forward,Right,"Colleges: Clemson , Marquette","High Schools: Lake Forest Academy in Lake Forest, Illinois , NBA Academy Latin America in San Luis Potosí, Mexico",,https://www.basketball-reference.com/players/p/prospol01.html,145.0,5.9,0.8,48.1,70.6,3.8,2.7,34.8,54.9,14.6
3481,udohek01,Ekpe Udoh,"May 20 , 1987","Edmond, Oklahoma us",208,111,us,Center and Power Forward,Right,"Colleges: Michigan , Baylor","Santa Fe in Edmond, Oklahoma",7 years,https://www.basketball-reference.com/players/u/udohek01.html,384.0,3.5,0.7,45.3,71.8,10.4,2.9,0.0,45.3,12.0
3482,poweljo01,Josh Powell,"January 25 , 1983","Charleston, South Carolina us",206,102,us,Power Forward and Center,Right,NC State,"Riverdale in Riverdale, Georgia",7 years,https://www.basketball-reference.com/players/p/poweljo01.html,316.0,3.9,0.5,43.8,74.3,2.5,2.9,35.0,44.1,9.2
3483,washidu01,Duane Washington,"August 31 , 1964","Eschwege, Germany de",193,88,de,Shooting Guard,Right,Middle Tennessee,"Parkview in Little Rock, Arkansas",2 years,https://www.basketball-reference.com/players/w/washidu01.html,19.0,2.8,2.1,38.3,80.0,0.4,1.3,50.0,40.4,13.4
3484,dragizo01,Zoran Dragić,"June 22 , 1989","Ljubljana, Slovenia si",196,90,si,Shooting Guard,Left,,,1 year,https://www.basketball-reference.com/players/d/dragizo01.html,16.0,1.8,0.3,36.7,60.0,-0.1,0.5,21.4,41.7,8.2
3485,filipky01,Kyle Filipowski,"November 7 , 2003","Middletown, New York us",211,113,us,Center,Right,Duke,"High Schools: Minisink Valley in Slate Hill, New York , Fordham Preparatory School in Bronx, New York , Wilbraham & Monson Academy in Wilbraham, Massachusetts",,https://www.basketball-reference.com/players/f/filipky01.html,149.0,10.5,2.3,49.6,71.0,5.5,6.7,33.7,56.0,15.5
3486,iverswi01,Willie Iverson,"October 8 , 1945","Detroit, Michigan us",183,81,us,Point Guard,Right,Central Michigan University,"Pershing in Detroit, Michigan",1 year,https://www.basketball-reference.com/players/i/iverswi01.html,28.0,4.9,2.9,34.2,60.0,-0.1,1.6,0.0,34.2,4.7
3487,sidledo01,Don Sidle,"June 21 , 1946","Dallas, Texas us",203,97,us,Power Forward and Center,Right,Oklahoma,"Booker T. Washington in Dallas, Texas",4 years,https://www.basketball-reference.com/players/s/sidledo01.html,314.0,13.5,1.0,48.1,71.7,23.1,8.0,13.8,48.1,17.8
3488,dukeda01,David Duke Jr.,"October 13 , 1999","Providence, Rhode Island us",193,92,us,Shooting Guard and Point Guard,Right,Providence,"High Schools: Classical in Providence, Rhode Island , Cushing Academy in Ashburnham, Massachusetts",,https://www.basketball-reference.com/players/d/dukeda01.html,55.0,4.2,0.9,41.7,76.7,0.4,2.0,26.2,45.4,10.0
3489,bealbr01,Bradley Beal,"June 28 , 1993","St. Louis, Missouri us",193,93,us,Shooting Guard,Right,"High School: Chaminade College Prep in St. Louis, Missouri",,,https://www.basketball-reference.com/players/b/bealbr01.html,807.0,21.4,4.3,46.4,82.1,58.4,4.0,37.6,52.7,18.0
3490,mearnge01,George Mearns,"April 18 , 1922","Westerly, Rhode Island us",190,79,us,Forward,Right,Rhode Island,"Westerly in Westerly, Rhode Island",2 years,https://www.basketball-reference.com/players/m/mearnge01.html,81.0,5.5,0.6,25.5,68.4,1.1,,,,
3491,smithed01,Ed Smith,"July 5 , 1929","West Jefferson, Ohio us",198,81,us,Small Forward,Right,Harvard University,,1 year,https://www.basketball-reference.com/players/s/smithed01.html,12.0,2.9,0.8,28.6,53.8,-0.3,2.7,,,8.5
3492,cuetoal01,Al Cueto,"August 2 , 1946","Havana, Cuba cu",201,104,cu,Center,Right,"Colleges: St. Gregory's University , Tulsa","Coral Gables in Coral Gables, Florida",2 years,https://www.basketball-reference.com/players/c/cuetoal01.html,149.0,5.3,1.0,40.4,71.0,2.2,4.9,23.8,40.7,11.4
3493,postela01,Lavor Postell,"February 26 , 1978","Albany, Georgia us",196,97,us,Shooting Guard,Right,St. John's,"Westover in Albany, Georgia",3 years,https://www.basketball-reference.com/players/p/postela01.html,61.0,3.2,0.2,33.5,79.5,-0.2,0.7,25.0,36.6,8.9
3494,croshau01,Austin Croshere,"May 1 , 1975","Los Angeles, California us",206,106,us,Power Forward,Right,Providence,"Crossroads in Santa Monica, California",12 years,https://www.basketball-reference.com/players/c/croshau01.html,659.0,6.8,1.0,40.7,86.1,27.6,4.0,34.0,46.6,14.3
3495,robinja02,James Robinson,"August 31 , 1970","Jackson, Mississippi us",188,81,us,Point Guard,Right,Alabama,"Murrah in Jackson, Mississippi",7 years,https://www.basketball-reference.com/players/r/robinja02.html,381.0,7.6,1.9,39.4,66.6,5.8,1.7,34.8,47.0,11.2
3496,burtoed01,Ed Burton,"August 13 , 1939","Blytheville, Arkansas us",198,102,us,Forward,Right,Michigan State,"Muskegon Heights in Muskegon Heights, Michigan",2 years,https://www.basketball-reference.com/players/b/burtoed01.html,15.0,2.2,0.2,41.2,45.5,0.0,1.2,,,9.8
3497,reedwi02,Willie Reed,"May 16 , 1990","Kansas City, Missouri us",211,111,us,Center,Right,Saint Louis,"Bishop Miege in Roeland Park, Kansas",3 years,https://www.basketball-reference.com/players/r/reedwi02.html,152.0,4.9,0.3,59.2,56.1,6.3,3.8,33.3,59.4,18.0
3498,heinsto01,Tom Heinsohn,"August 26 , 1934","Union City, New Jersey us",201,98,us,Power Forward and Small Forward,Right,Holy Cross,"Saint Michael's in Union City, New Jersey",9 years,https://www.basketball-reference.com/players/h/heinsto01.html,654.0,18.6,2.0,40.5,79.0,60.0,8.8,,,17.9
3499,presspa01,Paul Pressey,"December 24 , 1958","Richmond, Virginia us",196,83,us,Shooting Guard and Small Forward,Right,"Colleges: Western Texas College , Tulsa","George Wythe in Richmond, Virginia",11 years,https://www.basketball-reference.com/players/p/presspa01.html,724.0,10.6,5.1,48.5,74.9,49.0,3.9,22.2,49.1,15.5
3500,anderju01,Justin Anderson,"November 19 , 1993","Montross, Virginia us",198,104,us,Small Forward and Shooting Guard,Left,Virginia,"Montrose Christian School in Rockville, Maryland",6 years,https://www.basketball-reference.com/players/a/anderju01.html,242.0,5.3,0.8,41.0,77.5,4.9,2.6,29.2,48.2,12.4
3501,lentzle01,Leary Lentz,"February 23 , 1945","Clarkton, Missouri us",198,90,us,Small Forward,Right,Houston,"Cahokia in Cahokia, Illinois",2 years,https://www.basketball-reference.com/players/l/lentzle01.html,148.0,8.0,0.8,40.5,66.0,3.4,6.2,0.0,40.5,12.0
3502,brownke03,Kendall Brown,"May 11 , 2003","St. Paul, Minnesota us",198,92,us,Shooting Guard,Right,Baylor,"High Schools: East Ridge in Woodbury, Minnesota , Sunrise Christian Academy in Bel Aire, Kansas",,https://www.basketball-reference.com/players/b/brownke03.html,21.0,1.4,0.4,54.5,60.0,0.1,0.5,0.0,54.5,8.2
3503,flynnma01,Malachi Flynn,"May 10 , 1998","Tacoma, Washington us",185,83,us,Point Guard,Right,"Colleges: San Diego State , Washington State","Bellarmine Prep in Tacoma, Washington",,https://www.basketball-reference.com/players/f/flynnma01.html,217.0,5.5,1.9,38.7,74.7,2.9,1.7,33.3,47.2,10.9
3504,teaguje01,Jeff Teague,"June 10 , 1988","Indianapolis, Indiana us",190,88,us,Point Guard,Right,Wake Forest,"Pike in Indianapolis, Indiana",12 years,https://www.basketball-reference.com/players/t/teaguje01.html,826.0,12.2,5.6,44.4,84.4,52.4,2.4,36.0,48.9,16.8
3505,barroea01,Earl Barron,"August 14 , 1981","Clarksdale, Mississippi us",213,113,us,Center,Right,Memphis,"Clarksdale in Clarksdale, Mississippi",8 years,https://www.basketball-reference.com/players/b/barroea01.html,140.0,4.6,0.5,37.1,70.2,-0.6,3.5,16.7,37.3,8.6
3506,grayst01,Stuart Gray,"May 27 , 1963","Panama Canal Zone, Panama pa",213,106,pa,Center,Right,UCLA,"John F. Kennedy in Granada Hills, California",7 years,https://www.basketball-reference.com/players/g/grayst01.html,386.0,2.3,0.4,44.6,66.3,3.3,2.6,0.0,44.6,8.6
3507,abdulza01,Zaid Abdul-Aziz,"April 7 , 1946","Brooklyn, New York us",206,106,us,Center and Power Forward,Right,Iowa State,"John Jay in Brooklyn, New York",10 years,https://www.basketball-reference.com/players/a/abdulza01.html,505.0,9.0,1.2,42.8,72.8,17.5,8.0,,,15.1
3508,roberan02,Anthony Roberson,"February 14 , 1983","Saginaw, Michigan us",188,81,us,Point Guard,Right,Florida,"Saginaw in Saginaw, Michigan",3 years,https://www.basketball-reference.com/players/r/roberan02.html,65.0,4.1,0.5,40.0,90.0,0.5,0.8,35.6,50.2,11.5
3509,delgaan01,Ángel Delgado,"November 20 , 1994","Santo Domingo, Dominican Republic do",208,111,do,Center,Right,Seton Hall,"The Patrick School in Hillside, New Jersey",1 year,https://www.basketball-reference.com/players/d/delgaan01.html,2.0,1.5,0.0,20.0,50.0,0.0,2.0,,20.0,4.3
3510,robinmi01,Mitchell Robinson,"April 1 , 1998","Pensacola, Florida us",213,108,us,Center,Right,Western Kentucky,"Chalmette in Chalmette, Louisiana",,https://www.basketball-reference.com/players/r/robinmi01.html,397.0,7.5,0.7,70.2,50.8,41.0,8.0,,70.2,20.4
3511,priddbo01,Bob Priddy,"March 24 , 1930","Altus, Oklahoma us",190,86,us,Forward,Right,New Mexico State,,1 year,https://www.basketball-reference.com/players/p/priddbo01.html,16.0,2.3,0.4,36.8,57.1,0.0,2.3,,,7.8
3512,hendesc01,Scoot Henderson,"February 3 , 2004","Marietta, Georgia us",190,93,us,Point Guard,Right,,"Carlton J. Kell in Marietta, Georgia",,https://www.basketball-reference.com/players/h/hendesc01.html,158.0,13.5,5.0,40.4,80.2,1.1,3.0,34.3,47.2,11.3
3513,feeribo01,Bob Feerick,"January 2 , 1920","San Francisco, California us",190,86,us,Forward/Guard,Right,Santa Clara,"Lowell in San Francisco, California",4 years,https://www.basketball-reference.com/players/f/feeribo01.html,221.0,13.3,2.0,36.2,80.5,41.7,,,,
3514,tuckera01,Rayjon Tucker,"September 24 , 1997","Charlotte, North Carolina us",190,94,us,Shooting Guard and Point Guard,Right,"Colleges: Florida Gulf Coast , Little Rock","Northside Christian Academy in Charlotte, North Carolina",3 years,https://www.basketball-reference.com/players/t/tuckera01.html,39.0,3.0,0.5,50.0,77.6,0.8,1.0,31.0,56.4,12.8
3515,fearsje01,Jeremiah Fears,"October 14 , 2006","Chicago, Illinois us",190,86,us,Point Guard,Right,Oklahoma,"AZ Compass Prep in Chandler, Arizona",,https://www.basketball-reference.com/players/f/fearsje01.html,82.0,14.3,3.4,43.4,78.9,0.6,3.7,33.0,48.5,13.8
3516,hausesa01,Sam Hauser,"December 8 , 1997","Green Bay, Wisconsin us",201,98,us,Small Forward and Power Forward,Right,"Colleges: Marquette , Virginia","Stevens Point Area in Stevens Point, Wisconsin",,https://www.basketball-reference.com/players/h/hausesa01.html,334.0,7.8,1.0,44.2,85.1,18.2,3.1,41.2,61.5,12.6
3517,reedpa01,Paul Reed,"June 14 , 1999","Orlando, Florida us",206,95,us,Center and Power Forward,Right,DePaul,"Wekiva in Apopka, Florida",,https://www.basketball-reference.com/players/r/reedpa01.html,325.0,5.5,0.9,56.5,69.0,15.9,4.1,31.0,58.2,19.8
3518,henrymy01,Myke Henry,"December 23 , 1992","Chicago, Illinois us",198,107,us,Small Forward,Right,DePaul,"Orr in Chicago, Illinois",1 year,https://www.basketball-reference.com/players/h/henrymy01.html,20.0,5.4,1.1,37.6,60.0,0.1,1.9,32.8,46.3,9.7
3519,risenar01,Arnie Risen,"October 9 , 1924","Lexington, Kentucky us",206,90,us,Center,Right,"Colleges: Eastern Kentucky University , Ohio State","Williamstown in Williamstown, Kentucky",10 years,https://www.basketball-reference.com/players/r/risenar01.html,637.0,12.0,1.7,38.1,69.9,56.0,9.7,,,16.7
3520,brookke01,Kevin Brooks,"October 12 , 1969","Beaufort, South Carolina us",198,90,us,Small Forward,Right,Louisiana,"White Castle in White Castle, Louisiana",3 years,https://www.basketball-reference.com/players/b/brookke01.html,126.0,3.3,0.4,40.1,85.9,-0.1,1.1,20.0,41.5,8.3
3521,tuckean01,Anthony Tucker,"April 4 , 1969","Washington, District of Columbia us",203,99,us,Small Forward,Right,"Colleges: Georgetown , Wake Forest","McKinley in Washington, District of Columbia",1 year,https://www.basketball-reference.com/players/t/tuckean01.html,62.0,3.9,1.1,45.7,61.4,0.6,2.7,0.0,45.7,9.2
3522,braunch01,Christian Braun,"April 17 , 2001","Burlington, Kansas us",198,99,us,Shooting Guard,Right,Kansas,"Blue Valley Northwest HS in Overland Park, Kansas",,https://www.basketball-reference.com/players/b/braunch01.html,281.0,9.6,1.8,52.6,75.8,16.4,3.9,36.5,58.4,13.4
3523,oquinky01,Kyle O'Quinn,"March 26 , 1990","Queens, New York us",206,113,us,Center and Power Forward,Right,Norfolk State,"Campus Magnet in Cambria Heights, New York",8 years,https://www.basketball-reference.com/players/o/oquinky01.html,472.0,5.4,1.4,51.7,74.0,17.8,4.6,21.8,52.4,17.9
3524,lawsoty01,Ty Lawson,"November 3 , 1987","Clinton, Maryland us",180,88,us,Point Guard,Right,UNC,"High Schools: Bishop McNamara in Forestville, Maryland , Oak Hill Academy in Mouth of Wilson, Virginia",9 years,https://www.basketball-reference.com/players/l/lawsoty01.html,551.0,12.7,6.0,46.0,77.0,42.1,2.7,35.9,50.4,17.2
3525,chanejo01,John Chaney,"February 29 , 1920","Zachary, Louisiana us",190,83,us,Forward/Center,Right,LSU,"Zachary in Zachary, Louisiana",1 year,https://www.basketball-reference.com/players/c/chanejo01.html,16.0,4.4,1.3,29.1,69.0,-0.1,,,,
3526,durreke01,Ken Durrett,"December 8 , 1948","Pittsburgh, Pennsylvania us",201,86,us,Small Forward,Right,La Salle,"Schenley in Pittsburgh, Pennsylvania",4 years,https://www.basketball-reference.com/players/d/durreke01.html,120.0,4.0,0.5,43.4,63.7,0.6,1.9,,,10.7
3527,pressdo01,Dominic Pressley,"May 30 , 1964","Washington, District of Columbia us",188,77,us,Point Guard,Right,Boston College,"Mackin in Washington, District of Columbia",1 year,https://www.basketball-reference.com/players/p/pressdo01.html,13.0,1.8,2.0,29.0,55.6,-0.2,1.2,0.0,29.0,5.3
3528,youngch01,Chris Youngblood,"February 9 , 2002","Tuscaloosa, Alabama us",193,100,us,Shooting Guard,Right,"Colleges: Kennesaw State University , South Florida , Alabama","East Coweta in Sharpsburg, Georgia",,https://www.basketball-reference.com/players/y/youngch01.html,34.0,2.1,0.4,34.9,90.0,0.5,0.8,33.3,49.2,10.4
3529,reidro01,Robert Reid,"August 30 , 1955","Atlanta, Georgia us",203,92,us,Small Forward and Shooting Guard,Right,St. Mary's University,"Samuel Clemens in Schertz, Texas",13 years,https://www.basketball-reference.com/players/r/reidro01.html,919.0,11.4,2.7,45.8,73.2,40.3,4.5,29.1,46.3,13.1
3530,dillebo01,Bob Dille,"July 2 , 1917","Chesterton, Indiana us",190,86,us,Forward,Right,Valparaiso,"Chesterton in Chesterton, Indiana",1 year,https://www.basketball-reference.com/players/d/dillebo01.html,57.0,5.2,0.7,19.7,66.7,-0.9,,,,
3531,wrighmo01,Moses Wright,"December 23 , 1998","Raleigh, North Carolina us",203,102,us,Power Forward,Right,Georgia Tech,"Enloe in Raleigh, North Carolina",1 year,https://www.basketball-reference.com/players/w/wrighmo01.html,4.0,1.3,0.5,25.0,100.0,0.1,0.8,0.0,25.0,18.3
3532,bennean01,Anthony Bennett,"March 14 , 1993","Toronto, Ontario ca",203,111,ca,Power Forward,Right,UNLV,"Findlay Prep in Henderson, Nevada",4 years,https://www.basketball-reference.com/players/b/bennean01.html,151.0,4.4,0.5,39.2,67.0,0.5,3.1,26.1,42.0,10.2
3533,gunthda01,Dave Gunther,"July 22 , 1937","Le Mars, Iowa us",201,86,us,Forward,Right,Iowa,"Lemars in Lemars, Iowa",1 year,https://www.basketball-reference.com/players/g/gunthda01.html,1.0,2.0,3.0,50.0,,0.0,3.0,,,31.6
3534,williel01,Elliot Williams,"June 20 , 1989","Memphis, Tennessee us",196,86,us,Shooting Guard and Point Guard,Left,"Colleges: Duke , Memphis","St. George's in Collierville, Tennessee",4 years,https://www.basketball-reference.com/players/w/williel01.html,109.0,4.9,0.9,42.1,66.9,0.7,1.5,31.0,48.0,9.5
